Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2ZS,2007.07,6247.563414,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2007.08,6864.777826,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2007.09,6179.052976,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2007.10,6780.216214,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2007.11,6495.59019,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2007.12,7206.736917,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.01,6535.196995,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.02,6362.103557,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.03,6600.760561,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.04,7076.699732,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.05,6716.934836,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.06,6477.743865,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.07,7290.851512,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.08,6683.085092,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.09,6706.867292,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.10,7214.014775,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.11,6740.607737,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2008.12,7874.799141,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.01,6361.139747,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.02,6432.607117,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.03,6903.745198,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.04,7164.250557,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.05,6575.862724,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.06,6553.413324,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.07,7104.536919,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.08,6571.674473,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.09,7115.646168,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.10,6623.08627,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.11,6637.545126,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2009.12,7827.052957,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.01,6507.885396,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.02,6467.194405,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.03,7458.942418,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.04,6876.788666,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.05,6739.058975,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.06,7276.210642,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.07,6779.384691,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.08,7041.881436,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.09,7270.586083,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.10,6887.390537,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.11,7032.952052,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2010.12,8218.897206,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.01,6512.244823,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.02,6717.166925,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.03,7942.55713,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.04,6905.575171,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.05,7245.534849,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.06,7619.554898,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.07,6963.822711,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.08,7838.582243,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.09,7190.67681,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.10,7090.477544,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.11,7788.734738,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2011.12,8112.69142,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.01,7002.548619,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.02,7607.421285,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.03,7534.706639,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.04,7302.769437,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.05,8307.877313,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.06,7161.255559,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.07,7456.851119,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.08,8185.235977,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.09,7316.855049,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.10,8075.407196,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.11,7774.103933,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2012.12,8310.840461,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.01,7780.955033,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.02,7315.204183,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.03,7789.880592,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.04,7708.330453,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.05,8444.622013,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.06,7494.345247,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.07,8286.340049,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.08,7945.307622,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.09,7749.192372,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.10,8665.511083,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.11,7883.616563,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2013.12,8975.237428,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.01,7951.822888,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.02,7709.954642,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.03,8137.744816,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.04,8724.081264,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.05,8282.516873,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.06,7908.192115,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.07,8946.324555,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.08,8240.719166,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.09,8258.546388,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.10,8914.018867,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.11,8310.233508,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2014.12,9592.620288,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.01,8080.787836,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.02,8117.254569,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.03,8860.212938,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.04,9189.206067,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.05,8507.814534,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.06,8494.457857,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.07,9195.639545,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.08,8622.510275,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.09,9296.476318,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.10,8684.317213,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.11,8814.175573,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2015.12,10293.63851,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.01,8428.212084,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.02,8614.343089,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.03,10159.94488,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.04,8770.684999,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.05,9240.96218,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.06,9676.894343,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.07,8871.205124,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.08,10005.61937,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.09,9244.43971,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.10,8995.812231,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.11,10102.32248,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2016.12,10289.14223,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.01,8990.802009,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.02,9027.832996,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.03,10449.99214,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.04,9350.741752,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.05,10574.80909,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.06,9500.593473,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.07,9452.971578,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.08,10842.60456,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.09,9555.652487,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.10,10003.37917,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.11,10753.66659,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2017.12,10717.33206,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.01,10226.73748,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.02,9634.477612,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.03,10305.95477,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.04,10054.8462,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.05,11490.22778,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.06,9835.998651,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.07,10444.38357,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.08,11275.66307,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.09,10169.09375,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.10,11370.61863,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.11,10533.25659,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2018.12,11867.75893,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.01,10610.21713,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.02,10257.77693,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.03,10627.68099,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.04,10755.6417,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.05,11904.65576,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.06,10306.48287,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.07,12047.79274,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.08,10826.67656,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.09,10695.757,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZS,2019.10,12161.56543,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Seasonally adjusted,,
MEIM.S2ZT,1999.04,3552.277751,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.05,3603.633389,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.06,3634.132802,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.07,3672.959477,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.08,3710.526538,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.09,3748.269039,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.10,3779.549377,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.11,3806.75903,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,1999.12,3827.189683,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.01,3836.383868,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.02,3836.955388,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.03,3835.89347,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.04,3836.372907,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.05,3842.100826,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.06,3852.789479,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.07,3869.893765,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.08,3894.257169,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.09,3922.696288,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.10,3953.277601,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.11,3982.871791,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2000.12,4007.986467,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.01,4025.527955,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.02,4040.947636,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.03,4056.395571,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.04,4073.714387,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.05,4095.172673,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.06,4118.644388,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.07,4145.577884,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.08,4173.814107,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.09,4201.272756,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.10,4228.36047,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.11,4250.852416,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2001.12,4268.263645,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.01,4280.132854,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.02,4292.521423,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.03,4308.861157,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.04,4330.22584,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.05,4357.972015,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.06,4390.532001,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.07,4427.914341,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.08,4464.957249,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.09,4497.927788,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.10,4525.226093,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.11,4542.875337,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2002.12,4552.160267,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2003.01,4552.093085,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2003.02,4551.863233,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2003.03,4557.44859,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2003.04,4569.780644,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2003.05,4591.598275,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2003.06,4624.562568,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
MEIM.S2ZT,2003.07,4668.582498,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,All industries,Trend,,
